Game,Home,Away,Period Scores,Playoffs,League
Boston Celtics@Brooklyn Nets,"{'homeShort': 'BKN', 'homeTeam': 'Brooklyn Nets', 'homeStarters': [{'name': 'K. Durant', 'Team': 'Brooklyn Nets', 'Position': 'PF', 'Min': '47', 'FG': '13-31', '3PT': '3-11', 'FT': '10-11', 'OReb': '1', 'DReb': '6', 'Reb': '7', 'Ast': '9', 'Stl': '1', 'Blk': '0', 'TO': '4', 'PF': '4', '+/-': '-6', 'Pts': '39', 'DNP': False}, {'name': 'B. Brown', 'Team': 'Brooklyn Nets', 'Position': 'SF', 'Min': '24', 'FG': '1-3', '3PT': '0-2', 'FT': '0-0', 'OReb': '0', 'DReb': '2', 'Reb': '2', 'Ast': '2', 'Stl': '0', 'Blk': '0', 'TO': '1', 'PF': '3', '+/-': '-7', 'Pts': '2', 'DNP': False}, {'name': 'A. Drummond', 'Team': 'Brooklyn Nets', 'Position': 'C', 'Min': '4', 'FG': '0-0', '3PT': '0-0', 'FT': '0-0', 'OReb': '0', 'DReb': '1', 'Reb': '1', 'Ast': '0', 'Stl': '0', 'Blk': '0', 'TO': '1', 'PF': '1', '+/-': '-3', 'Pts': '0', 'DNP': False}, {'name': 'K. Irving', 'Team': 'Brooklyn Nets', 'Position': 'PG', 'Min': '45', 'FG': '6-13', '3PT': '2-3', 'FT': '6-6', 'OReb': '1', 'DReb': '4', 'Reb': '5', 'Ast': '5', 'Stl': '0', 'Blk': '2', 'TO': '2', 'PF': '1', '+/-': '-3', 'Pts': '20', 'DNP': False}, {'name': 'S. Curry', 'Team': 'Brooklyn Nets', 'Position': 'SG', 'Min': '38', 'FG': '9-13', '3PT': '5-9', 'FT': '0-1', 'OReb': '0', 'DReb': '4', 'Reb': '4', 'Ast': '2', 'Stl': '0', 'Blk': '2', 'TO': '0', 'PF': '3', '+/-': '-1', 'Pts': '23', 'DNP': False}], 'homeBench': [{'name': 'B. Griffin', 'Team': 'Brooklyn Nets', 'Position': 'PF', 'Min': '18', 'FG': '0-3', '3PT': '0-2', 'FT': '0-0', 'OReb': '1', 'DReb': '2', 'Reb': '3', 'Ast': '4', 'Stl': '1', 'Blk': '0', 'TO': '0', 'PF': '2', '+/-': '+10', 'Pts': '0', 'DNP': False}, {'name': 'N. Claxton', 'Team': 'Brooklyn Nets', 'Position': 'C', 'Min': '23', 'FG': '6-6', '3PT': '0-0', 'FT': '1-11', 'OReb': '2', 'DReb': '4', 'Reb': '6', 'Ast': '2', 'Stl': '2', 'Blk': '3', 'TO': '0', 'PF': '2', '+/-': '-7', 'Pts': '13', 'DNP': False}, {'name': 'G. Dragic', 'Team': 'Brooklyn Nets', 'Position': 'PG', 'Min': '24', 'FG': '4-6', '3PT': '2-4', 'FT': '0-0', 'OReb': '3', 'DReb': '5', 'Reb': '8', 'Ast': '4', 'Stl': '1', 'Blk': '0', 'TO': '2', 'PF': '5', '+/-': '+6', 'Pts': '10', 'DNP': False}, {'name': 'P. Mills', 'Team': 'Brooklyn Nets', 'Position': 'PG', 'Min': '19', 'FG': '2-6', '3PT': '1-4', 'FT': '0-0', 'OReb': '0', 'DReb': '2', 'Reb': '2', 'Ast': '0', 'Stl': '0', 'Blk': '0', 'TO': '0', 'PF': '2', '+/-': '-9', 'Pts': '5', 'DNP': False}, {'name': 'K. Edwards', 'Team': 'Brooklyn Nets', 'Position': 'SF', 'Min': '0', 'FG': '0-0', '3PT': '0-0', 'FT': '0-0', 'OReb': '0', 'DReb': '0', 'Reb': '0', 'Ast': '0', 'Stl': '0', 'Blk': '0', 'TO': '0', 'PF': '0', '+/-': '0', 'Pts': '0', 'DNP': True}, {'name': 'L. Aldridge', 'Team': 'Brooklyn Nets', 'Position': 'C', 'Min': '0', 'FG': '0-0', '3PT': '0-0', 'FT': '0-0', 'OReb': '0', 'DReb': '0', 'Reb': '0', 'Ast': '0', 'Stl': '0', 'Blk': '0', 'TO': '0', 'PF': '0', '+/-': '0', 'Pts': '0', 'DNP': True}, {'name': 'D. Sharpe', 'Team': 'Brooklyn Nets', 'Position': 'C', 'Min': '0', 'FG': '0-0', '3PT': '0-0', 'FT': '0-0', 'OReb': '0', 'DReb': '0', 'Reb': '0', 'Ast': '0', 'Stl': '0', 'Blk': '0', 'TO': '0', 'PF': '0', '+/-': '0', 'Pts': '0', 'DNP': True}, {'name': 'C. Thomas', 'Team': 'Brooklyn Nets', 'Position': 'SG', 'Min': '0', 'FG': '0-0', '3PT': '0-0', 'FT': '0-0', 'OReb': '0', 'DReb': '0', 'Reb': '0', 'Ast': '0', 'Stl': '0', 'Blk': '0', 'TO': '0', 'PF': '0', '+/-': '0', 'Pts': '0', 'DNP': True}]}","{'awayShort': 'BOS', 'awayTeam': 'Boston Celtics', 'awayStarters': [{'name': 'J. Tatum', 'Team': 'Boston Celtics', 'Position': 'SF', 'Min': '36', 'FG': '9-16', '3PT': '4-6', 'FT': '7-8', 'OReb': '0', 'DReb': '3', 'Reb': '3', 'Ast': '5', 'Stl': '0', 'Blk': '0', 'TO': '6', 'PF': '6', '+/-': '+10', 'Pts': '29', 'DNP': False}, {'name': 'A. Horford', 'Team': 'Boston Celtics', 'Position': 'C', 'Min': '26', 'FG': '5-9', '3PT': '3-5', 'FT': '0-0', 'OReb': '2', 'DReb': '4', 'Reb': '6', 'Ast': '1', 'Stl': '0', 'Blk': '0', 'TO': '1', 'PF': '4', '+/-': '+4', 'Pts': '13', 'DNP': False}, {'name': 'D. Theis', 'Team': 'Boston Celtics', 'Position': 'C', 'Min': '20', 'FG': '2-4', '3PT': '0-1', 'FT': '2-2', 'OReb': '3', 'DReb': '5', 'Reb': '8', 'Ast': '1', 'Stl': '1', 'Blk': '1', 'TO': '2', 'PF': '4', '+/-': '+5', 'Pts': '6', 'DNP': False}, {'name': 'M. Smart', 'Team': 'Boston Celtics', 'Position': 'PG', 'Min': '37', 'FG': '7-16', '3PT': '3-7', 'FT': '3-4', 'OReb': '1', 'DReb': '4', 'Reb': '5', 'Ast': '11', 'Stl': '0', 'Blk': '0', 'TO': '1', 'PF': '4', '+/-': '+9', 'Pts': '20', 'DNP': False}, {'name': 'J. Brown', 'Team': 'Boston Celtics', 'Position': 'SG', 'Min': '38', 'FG': '9-20', '3PT': '0-5', 'FT': '4-5', 'OReb': '0', 'DReb': '8', 'Reb': '8', 'Ast': '3', 'Stl': '1', 'Blk': '0', 'TO': '1', 'PF': '1', '+/-': '+4', 'Pts': '22', 'DNP': False}], 'awayBench': [{'name': 'G. Williams', 'Team': 'Boston Celtics', 'Position': 'PF', 'Min': '33', 'FG': '5-8', '3PT': '4-6', 'FT': '0-0', 'OReb': '0', 'DReb': '3', 'Reb': '3', 'Ast': '1', 'Stl': '0', 'Blk': '3', 'TO': '1', 'PF': '3', '+/-': '+1', 'Pts': '14', 'DNP': False}, {'name': 'R. Williams III', 'Team': 'Boston Celtics', 'Position': 'C', 'Min': '14', 'FG': '1-4', '3PT': '0-0', 'FT': '1-2', 'OReb': '4', 'DReb': '1', 'Reb': '5', 'Ast': '0', 'Stl': '1', 'Blk': '0', 'TO': '1', 'PF': '4', '+/-': '-3', 'Pts': '3', 'DNP': False}, {'name': 'D. White', 'Team': 'Boston Celtics', 'Position': 'PG', 'Min': '27', 'FG': '4-10', '3PT': '0-4', 'FT': '1-1', 'OReb': '0', 'DReb': '6', 'Reb': '6', 'Ast': '2', 'Stl': '0', 'Blk': '0', 'TO': '0', 'PF': '1', '+/-': '-2', 'Pts': '9', 'DNP': False}, {'name': 'P. Pritchard', 'Team': 'Boston Celtics', 'Position': 'PG', 'Min': '9', 'FG': '0-2', '3PT': '0-1', 'FT': '0-0', 'OReb': '0', 'DReb': '1', 'Reb': '1', 'Ast': '2', 'Stl': '0', 'Blk': '0', 'TO': '0', 'PF': '1', '+/-': '-8', 'Pts': '0', 'DNP': False}, {'name': 'J. Morgan', 'Team': 'Boston Celtics', 'Position': 'F', 'Min': '0', 'FG': '0-0', '3PT': '0-0', 'FT': '0-0', 'OReb': '0', 'DReb': '0', 'Reb': '0', 'Ast': '0', 'Stl': '0', 'Blk': '0', 'TO': '0', 'PF': '0', '+/-': '0', 'Pts': '0', 'DNP': True}, {'name': 'M. Fitts', 'Team': 'Boston Celtics', 'Position': 'F', 'Min': '0', 'FG': '0-0', '3PT': '0-0', 'FT': '0-0', 'OReb': '0', 'DReb': '0', 'Reb': '0', 'Ast': '0', 'Stl': '0', 'Blk': '0', 'TO': '0', 'PF': '0', '+/-': '0', 'Pts': '0', 'DNP': True}, {'name': 'S. Hauser', 'Team': 'Boston Celtics', 'Position': 'SF', 'Min': '0', 'FG': '0-0', '3PT': '0-0', 'FT': '0-0', 'OReb': '0', 'DReb': '0', 'Reb': '0', 'Ast': '0', 'Stl': '0', 'Blk': '0', 'TO': '0', 'PF': '0', '+/-': '0', 'Pts': '0', 'DNP': True}, {'name': 'A. Nesmith', 'Team': 'Boston Celtics', 'Position': 'SF', 'Min': '0', 'FG': '0-0', '3PT': '0-0', 'FT': '0-0', 'OReb': '0', 'DReb': '0', 'Reb': '0', 'Ast': '0', 'Stl': '0', 'Blk': '0', 'TO': '0', 'PF': '0', '+/-': '0', 'Pts': '0', 'DNP': True}, {'name': 'L. Kornet', 'Team': 'Boston Celtics', 'Position': 'C', 'Min': '0', 'FG': '0-0', '3PT': '0-0', 'FT': '0-0', 'OReb': '0', 'DReb': '0', 'Reb': '0', 'Ast': '0', 'Stl': '0', 'Blk': '0', 'TO': '0', 'PF': '0', '+/-': '0', 'Pts': '0', 'DNP': True}, {'name': 'N. Stauskas', 'Team': 'Boston Celtics', 'Position': 'G', 'Min': '0', 'FG': '0-0', '3PT': '0-0', 'FT': '0-0', 'OReb': '0', 'DReb': '0', 'Reb': '0', 'Ast': '0', 'Stl': '0', 'Blk': '0', 'TO': '0', 'PF': '0', '+/-': '0', 'Pts': '0', 'DNP': True}]}","{'Away': ['30', '28', '32', '26'], 'Home': ['26', '24', '28', '34'], 'Labels': [1, 2, 3, 4]}",True,nba
Toronto Raptors@Philadelphia 76ers,"{'homeShort': 'PHI', 'homeTeam': 'Philadelphia 76ers', 'homeStarters': [{'name': 'T. Harris', 'Team': 'Philadelphia 76ers', 'Position': 'PF', 'Min': '44', 'FG': '6-16', '3PT': '2-7', 'FT': '2-2', 'OReb': '0', 'DReb': '7', 'Reb': '7', 'Ast': '4', 'Stl': '0', 'Blk': '0', 'TO': '1', 'PF': '2', '+/-': '-16', 'Pts': '16', 'DNP': False}, {'name': 'D. Green', 'Team': 'Philadelphia 76ers', 'Position': 'F', 'Min': '25', 'FG': '5-10', '3PT': '4-9', 'FT': '0-0', 'OReb': '1', 'DReb': '3', 'Reb': '4', 'Ast': '0', 'Stl': '2', 'Blk': '0', 'TO': '0', 'PF': '0', '+/-': '-14', 'Pts': '14', 'DNP': False}, {'name': 'J. Embiid', 'Team': 'Philadelphia 76ers', 'Position': 'C', 'Min': '40', 'FG': '7-15', '3PT': '0-4', 'FT': '6-6', 'OReb': '1', 'DReb': '10', 'Reb': '11', 'Ast': '4', 'Stl': '0', 'Blk': '0', 'TO': '4', 'PF': '5', '+/-': '-4', 'Pts': '20', 'DNP': False}, {'name': 'T. Maxey', 'Team': 'Philadelphia 76ers', 'Position': 'PG', 'Min': '42', 'FG': '5-14', '3PT': '0-3', 'FT': '2-2', 'OReb': '0', 'DReb': '2', 'Reb': '2', 'Ast': '4', 'Stl': '1', 'Blk': '0', 'TO': '1', 'PF': '2', '+/-': '-16', 'Pts': '12', 'DNP': False}, {'name': 'J. Harden', 'Team': 'Philadelphia 76ers', 'Position': 'SG', 'Min': '40', 'FG': '4-11', '3PT': '2-6', 'FT': '5-6', 'OReb': '0', 'DReb': '2', 'Reb': '2', 'Ast': '7', 'Stl': '1', 'Blk': '1', 'TO': '5', 'PF': '1', '+/-': '-10', 'Pts': '15', 'DNP': False}], 'homeBench': [{'name': 'G. Niang', 'Team': 'Philadelphia 76ers', 'Position': 'SF', 'Min': '13', 'FG': '1-2', '3PT': '1-2', 'FT': '0-0', 'OReb': '0', 'DReb': '1', 'Reb': '1', 'Ast': '0', 'Stl': '0', 'Blk': '0', 'TO': '0', 'PF': '1', '+/-': '-2', 'Pts': '3', 'DNP': False}, {'name': 'P. Reed', 'Team': 'Philadelphia 76ers', 'Position': 'SF', 'Min': '8', 'FG': '1-4', '3PT': '0-0', 'FT': '1-2', 'OReb': '4', 'DReb': '2', 'Reb': '6', 'Ast': '0', 'Stl': '1', 'Blk': '0', 'TO': '1', 'PF': '1', '+/-': '-11', 'Pts': '3', 'DNP': False}, {'name': 'M. Thybulle', 'Team': 'Philadelphia 76ers', 'Position': 'SG', 'Min': '14', 'FG': '1-6', '3PT': '0-3', 'FT': '0-2', 'OReb': '1', 'DReb': '1', 'Reb': '2', 'Ast': '0', 'Stl': '1', 'Blk': '0', 'TO': '1', 'PF': '3', '+/-': '-1', 'Pts': '2', 'DNP': False}, {'name': 'S. Milton', 'Team': 'Philadelphia 76ers', 'Position': 'SG', 'Min': '10', 'FG': '0-1', '3PT': '0-1', 'FT': '0-0', 'OReb': '1', 'DReb': '0', 'Reb': '1', 'Ast': '2', 'Stl': '1', 'Blk': '0', 'TO': '1', 'PF': '2', '+/-': '+1', 'Pts': '0', 'DNP': False}, {'name': 'F. Korkmaz', 'Team': 'Philadelphia 76ers', 'Position': 'SG', 'Min': '2', 'FG': '1-1', '3PT': '1-1', 'FT': '0-0', 'OReb': '0', 'DReb': '1', 'Reb': '1', 'Ast': '0', 'Stl': '0', 'Blk': '0', 'TO': '0', 'PF': '0', '+/-': '-1', 'Pts': '3', 'DNP': False}, {'name': 'I. Joe', 'Team': 'Philadelphia 76ers', 'Position': 'SG', 'Min': '2', 'FG': '0-1', '3PT': '0-1', 'FT': '0-0', 'OReb': '0', 'DReb': '0', 'Reb': '0', 'Ast': '0', 'Stl': '0', 'Blk': '0', 'TO': '1', 'PF': '0', '+/-': '-1', 'Pts': '0', 'DNP': False}, {'name': 'P. Millsap', 'Team': 'Philadelphia 76ers', 'Position': 'PF', 'Min': '0', 'FG': '0-0', '3PT': '0-0', 'FT': '0-0', 'OReb': '0', 'DReb': '0', 'Reb': '0', 'Ast': '0', 'Stl': '0', 'Blk': '0', 'TO': '0', 'PF': '0', '+/-': '0', 'Pts': '0', 'DNP': True}, {'name': 'D. Jordan', 'Team': 'Philadelphia 76ers', 'Position': 'C', 'Min': '0', 'FG': '0-0', '3PT': '0-0', 'FT': '0-0', 'OReb': '0', 'DReb': '0', 'Reb': '0', 'Ast': '0', 'Stl': '0', 'Blk': '0', 'TO': '0', 'PF': '0', '+/-': '0', 'Pts': '0', 'DNP': True}, {'name': 'J. Springer', 'Team': 'Philadelphia 76ers', 'Position': 'G', 'Min': '0', 'FG': '0-0', '3PT': '0-0', 'FT': '0-0', 'OReb': '0', 'DReb': '0', 'Reb': '0', 'Ast': '0', 'Stl': '0', 'Blk': '0', 'TO': '0', 'PF': '0', '+/-': '0', 'Pts': '0', 'DNP': True}]}","{'awayShort': 'TOR', 'awayTeam': 'Toronto Raptors', 'awayStarters': [{'name': 'P. Siakam', 'Team': 'Toronto Raptors', 'Position': 'PF', 'Min': '44', 'FG': '10-17', '3PT': '2-4', 'FT': '1-2', 'OReb': '0', 'DReb': '10', 'Reb': '10', 'Ast': '7', 'Stl': '0', 'Blk': '0', 'TO': '2', 'PF': '1', '+/-': '+24', 'Pts': '23', 'DNP': False}, {'name': 'O. Anunoby', 'Team': 'Toronto Raptors', 'Position': 'SF', 'Min': '39', 'FG': '7-15', '3PT': '2-9', 'FT': '0-0', 'OReb': '0', 'DReb': '5', 'Reb': '5', 'Ast': '4', 'Stl': '2', 'Blk': '0', 'TO': '3', 'PF': '1', '+/-': '+18', 'Pts': '16', 'DNP': False}, {'name': 'S. Barnes', 'Team': 'Toronto Raptors', 'Position': 'SF', 'Min': '41', 'FG': '5-10', '3PT': '0-1', 'FT': '2-2', 'OReb': '1', 'DReb': '7', 'Reb': '8', 'Ast': '4', 'Stl': '3', 'Blk': '0', 'TO': '1', 'PF': '3', '+/-': '+13', 'Pts': '12', 'DNP': False}, {'name': 'K. Birch', 'Team': 'Toronto Raptors', 'Position': 'C', 'Min': '11', 'FG': '3-6', '3PT': '1-2', 'FT': '0-0', 'OReb': '1', 'DReb': '0', 'Reb': '1', 'Ast': '1', 'Stl': '0', 'Blk': '1', 'TO': '1', 'PF': '4', '+/-': '+2', 'Pts': '7', 'DNP': False}, {'name': 'G. Trent Jr.', 'Team': 'Toronto Raptors', 'Position': 'SG', 'Min': '39', 'FG': '5-14', '3PT': '2-6', 'FT': '4-4', 'OReb': '0', 'DReb': '1', 'Reb': '1', 'Ast': '3', 'Stl': '2', 'Blk': '0', 'TO': '0', 'PF': '1', '+/-': '+13', 'Pts': '16', 'DNP': False}], 'awayBench': [{'name': 'C. Boucher', 'Team': 'Toronto Raptors', 'Position': 'PF', 'Min': '17', 'FG': '3-5', '3PT': '0-2', 'FT': '0-0', 'OReb': '0', 'DReb': '4', 'Reb': '4', 'Ast': '1', 'Stl': '0', 'Blk': '2', 'TO': '0', 'PF': '2', '+/-': '+5', 'Pts': '6', 'DNP': False}, {'name': 'P. Achiuwa', 'Team': 'Toronto Raptors', 'Position': 'PF', 'Min': '27', 'FG': '7-11', '3PT': '1-5', 'FT': '2-2', 'OReb': '1', 'DReb': '6', 'Reb': '7', 'Ast': '0', 'Stl': '0', 'Blk': '3', 'TO': '0', 'PF': '4', '+/-': '+10', 'Pts': '17', 'DNP': False}, {'name': 'T. Young', 'Team': 'Toronto Raptors', 'Position': 'F', 'Min': '16', 'FG': '1-2', '3PT': '0-1', 'FT': '1-2', 'OReb': '0', 'DReb': '3', 'Reb': '3', 'Ast': '3', 'Stl': '1', 'Blk': '0', 'TO': '1', 'PF': '2', '+/-': '+5', 'Pts': '3', 'DNP': False}, {'name': 'Y. Watanabe', 'Team': 'Toronto Raptors', 'Position': 'SF', 'Min': '1', 'FG': '1-1', '3PT': '0-0', 'FT': '0-0', 'OReb': '0', 'DReb': '0', 'Reb': '0', 'Ast': '0', 'Stl': '0', 'Blk': '0', 'TO': '0', 'PF': '0', '+/-': '-3', 'Pts': '2', 'DNP': False}, {'name': 'M. Flynn', 'Team': 'Toronto Raptors', 'Position': 'PG', 'Min': '1', 'FG': '0-0', '3PT': '0-0', 'FT': '0-0', 'OReb': '0', 'DReb': '0', 'Reb': '0', 'Ast': '1', 'Stl': '0', 'Blk': '0', 'TO': '0', 'PF': '2', '+/-': '-3', 'Pts': '0', 'DNP': False}, {'name': 'S. Mykhailiuk', 'Team': 'Toronto Raptors', 'Position': 'SG', 'Min': '1', 'FG': '0-1', '3PT': '0-1', 'FT': '1-1', 'OReb': '0', 'DReb': '1', 'Reb': '1', 'Ast': '0', 'Stl': '0', 'Blk': '0', 'TO': '0', 'PF': '0', '+/-': '-3', 'Pts': '1', 'DNP': False}, {'name': 'A. Brooks', 'Team': 'Toronto Raptors', 'Position': 'G', 'Min': '1', 'FG': '0-0', '3PT': '0-0', 'FT': '0-0', 'OReb': '0', 'DReb': '0', 'Reb': '0', 'Ast': '0', 'Stl': '0', 'Blk': '0', 'TO': '0', 'PF': '0', '+/-': '-3', 'Pts': '0', 'DNP': False}, {'name': 'D. Banton', 'Team': 'Toronto Raptors', 'Position': 'G', 'Min': '1', 'FG': '0-0', '3PT': '0-0', 'FT': '0-0', 'OReb': '0', 'DReb': '0', 'Reb': '0', 'Ast': '0', 'Stl': '0', 'Blk': '0', 'TO': '0', 'PF': '0', '+/-': '-3', 'Pts': '0', 'DNP': False}, {'name': 'I. Bonga', 'Team': 'Toronto Raptors', 'Position': 'G', 'Min': '0', 'FG': '0-0', '3PT': '0-0', 'FT': '0-0', 'OReb': '0', 'DReb': '0', 'Reb': '0', 'Ast': '0', 'Stl': '0', 'Blk': '0', 'TO': '0', 'PF': '0', '+/-': '0', 'Pts': '0', 'DNP': True}]}","{'Away': ['29', '25', '21', '28'], 'Home': ['27', '14', '25', '22'], 'Labels': [1, 2, 3, 4]}",True,nba
